region,comuna,region_nombre,comuna_nombre,attribute_type,attribute_value,attribute_units,attribute_category
1,1101,Tarapacá,Iquique,electricity_access,100.0,percent,very low
1,1101,Tarapacá,Iquique,home_ownership,40.0,percent,very low
1,1101,Tarapacá,Iquique,industry_construction_employment,22.79,percent,high
1,1101,Tarapacá,Iquique,renter_share,43.48,percent,high
1,1101,Tarapacá,Iquique,transport_logistics_employment,7.35,percent,low
1,1107,Tarapacá,Alto Hospicio,electricity_access,100.0,percent,very low
1,1107,Tarapacá,Alto Hospicio,home_ownership,62.3,percent,low
1,1107,Tarapacá,Alto Hospicio,industry_construction_employment,30.67,percent,high
1,1107,Tarapacá,Alto Hospicio,renter_share,18.03,percent,low
1,1107,Tarapacá,Alto Hospicio,transport_logistics_employment,6.67,percent,very low
1,1401,Tarapacá,Pozo Almonte,electricity_access,100.0,percent,very low
1,1401,Tarapacá,Pozo Almonte,home_ownership,25.0,percent,very low
1,1401,Tarapacá,Pozo Almonte,industry_construction_employment,33.33,percent,very high
1,1401,Tarapacá,Pozo Almonte,renter_share,50.0,percent,high
1,1401,Tarapacá,Pozo Almonte,transport_logistics_employment,16.67,percent,medium
1,1402,Tarapacá,Camiña,home_ownership,100.0,percent,very high
1,1402,Tarapacá,Camiña,industry_construction_employment,0.0,percent,very low
1,1402,Tarapacá,Camiña,renter_share,0.0,percent,very low
1,1402,Tarapacá,Camiña,transport_logistics_employment,0.0,percent,very low
1,1404,Tarapacá,Huara,electricity_access,100.0,percent,very low
1,1404,Tarapacá,Huara,home_ownership,66.67,percent,medium
1,1404,Tarapacá,Huara,industry_construction_employment,50.0,percent,very high
1,1404,Tarapacá,Huara,renter_share,33.33,percent,high
1,1404,Tarapacá,Huara,transport_logistics_employment,0.0,percent,very low
1,1405,Tarapacá,Pica,electricity_access,100.0,percent,very low
1,1405,Tarapacá,Pica,home_ownership,0.0,percent,very low
1,1405,Tarapacá,Pica,industry_construction_employment,0.0,percent,very low
1,1405,Tarapacá,Pica,renter_share,100.0,percent,high
1,1405,Tarapacá,Pica,transport_logistics_employment,0.0,percent,very low
2,2101,Antofagasta,Antofagasta,electricity_access,100.0,percent,very low
2,2101,Antofagasta,Antofagasta,home_ownership,40.09,percent,very low
2,2101,Antofagasta,Antofagasta,industry_construction_employment,37.25,percent,very high
2,2101,Antofagasta,Antofagasta,renter_share,42.29,percent,high
2,2101,Antofagasta,Antofagasta,transport_logistics_employment,10.98,percent,low
2,2102,Antofagasta,Mejillones,electricity_access,100.0,percent,very low
2,2102,Antofagasta,Mejillones,home_ownership,83.33,percent,high
2,2102,Antofagasta,Mejillones,industry_construction_employment,57.14,percent,very high
2,2102,Antofagasta,Mejillones,renter_share,16.67,percent,low
2,2102,Antofagasta,Mejillones,transport_logistics_employment,14.29,percent,medium
2,2104,Antofagasta,Taltal,electricity_access,100.0,percent,very low
2,2104,Antofagasta,Taltal,home_ownership,87.5,percent,very high
2,2104,Antofagasta,Taltal,industry_construction_employment,50.0,percent,very high
2,2104,Antofagasta,Taltal,renter_share,0.0,percent,very low
2,2104,Antofagasta,Taltal,transport_logistics_employment,0.0,percent,very low
2,2201,Antofagasta,Calama,electricity_access,100.0,percent,very low
2,2201,Antofagasta,Calama,home_ownership,43.21,percent,very low
2,2201,Antofagasta,Calama,industry_construction_employment,41.38,percent,very high
2,2201,Antofagasta,Calama,renter_share,39.51,percent,high
2,2201,Antofagasta,Calama,transport_logistics_employment,5.75,percent,very low
2,2203,Antofagasta,San Pedro de Atacama,electricity_access,100.0,percent,very low
2,2203,Antofagasta,San Pedro de Atacama,home_ownership,42.86,percent,very low
2,2203,Antofagasta,San Pedro de Atacama,industry_construction_employment,14.29,percent,low
2,2203,Antofagasta,San Pedro de Atacama,renter_share,14.29,percent,low
2,2203,Antofagasta,San Pedro de Atacama,transport_logistics_employment,21.43,percent,medium
2,2301,Antofagasta,Tocopilla,electricity_access,80.0,percent,very low
2,2301,Antofagasta,Tocopilla,home_ownership,36.36,percent,very low
2,2301,Antofagasta,Tocopilla,industry_construction_employment,38.89,percent,very high
2,2301,Antofagasta,Tocopilla,renter_share,31.82,percent,high
2,2301,Antofagasta,Tocopilla,transport_logistics_employment,11.11,percent,low
2,2302,Antofagasta,María Elena,home_ownership,0.0,percent,very low
2,2302,Antofagasta,María Elena,industry_construction_employment,75.0,percent,very high
2,2302,Antofagasta,María Elena,renter_share,50.0,percent,high
2,2302,Antofagasta,María Elena,transport_logistics_employment,0.0,percent,very low
3,3101,Atacama,Copiapó,electricity_access,100.0,percent,very low
3,3101,Atacama,Copiapó,home_ownership,64.21,percent,low
3,3101,Atacama,Copiapó,industry_construction_employment,28.04,percent,high
3,3101,Atacama,Copiapó,renter_share,26.32,percent,medium
3,3101,Atacama,Copiapó,transport_logistics_employment,7.48,percent,low
3,3102,Atacama,Caldera,electricity_access,100.0,percent,very low
3,3102,Atacama,Caldera,home_ownership,76.92,percent,high
3,3102,Atacama,Caldera,industry_construction_employment,35.0,percent,very high
3,3102,Atacama,Caldera,renter_share,15.38,percent,low
3,3102,Atacama,Caldera,transport_logistics_employment,0.0,percent,very low
3,3103,Atacama,Tierra Amarilla,home_ownership,100.0,percent,very high
3,3103,Atacama,Tierra Amarilla,industry_construction_employment,0.0,percent,very low
3,3103,Atacama,Tierra Amarilla,renter_share,0.0,percent,very low
3,3103,Atacama,Tierra Amarilla,transport_logistics_employment,100.0,percent,medium
3,3201,Atacama,Chañaral,electricity_access,100.0,percent,very low
3,3201,Atacama,Chañaral,home_ownership,85.71,percent,very high
3,3201,Atacama,Chañaral,industry_construction_employment,14.29,percent,low
3,3201,Atacama,Chañaral,renter_share,0.0,percent,very low
3,3201,Atacama,Chañaral,transport_logistics_employment,0.0,percent,very low
3,3202,Atacama,Diego de Almagro,electricity_access,100.0,percent,very low
3,3202,Atacama,Diego de Almagro,home_ownership,50.0,percent,very low
3,3202,Atacama,Diego de Almagro,industry_construction_employment,66.67,percent,very high
3,3202,Atacama,Diego de Almagro,renter_share,0.0,percent,very low
3,3202,Atacama,Diego de Almagro,transport_logistics_employment,0.0,percent,very low
3,3301,Atacama,Vallenar,electricity_access,100.0,percent,very low
3,3301,Atacama,Vallenar,home_ownership,60.0,percent,low
3,3301,Atacama,Vallenar,industry_construction_employment,35.29,percent,very high
3,3301,Atacama,Vallenar,renter_share,12.0,percent,low
3,3301,Atacama,Vallenar,transport_logistics_employment,5.88,percent,very low
3,3302,Atacama,Alto del Carmen,electricity_access,66.67,percent,very low
3,3302,Atacama,Alto del Carmen,home_ownership,40.0,percent,very low
3,3302,Atacama,Alto del Carmen,industry_construction_employment,0.0,percent,very low
3,3302,Atacama,Alto del Carmen,renter_share,20.0,percent,low
3,3302,Atacama,Alto del Carmen,transport_logistics_employment,0.0,percent,very low
3,3303,Atacama,Freirina,electricity_access,100.0,percent,very low
3,3303,Atacama,Freirina,home_ownership,100.0,percent,very high
3,3303,Atacama,Freirina,industry_construction_employment,100.0,percent,very high
3,3303,Atacama,Freirina,renter_share,0.0,percent,very low
3,3303,Atacama,Freirina,transport_logistics_employment,0.0,percent,very low
3,3304,Atacama,Huasco,electricity_access,100.0,percent,very low
3,3304,Atacama,Huasco,home_ownership,60.0,percent,low
3,3304,Atacama,Huasco,industry_construction_employment,11.11,percent,low
3,3304,Atacama,Huasco,renter_share,0.0,percent,very low
3,3304,Atacama,Huasco,transport_logistics_employment,22.22,percent,medium
4,4101,Coquimbo,La Serena,electricity_access,100.0,percent,very low
4,4101,Coquimbo,La Serena,home_ownership,69.13,percent,medium
4,4101,Coquimbo,La Serena,industry_construction_employment,30.27,percent,high
4,4101,Coquimbo,La Serena,renter_share,24.16,percent,medium
4,4101,Coquimbo,La Serena,transport_logistics_employment,7.57,percent,low
4,4102,Coquimbo,Coquimbo,electricity_access,100.0,percent,very low
4,4102,Coquimbo,Coquimbo,home_ownership,68.09,percent,medium
4,4102,Coquimbo,Coquimbo,industry_construction_employment,23.08,percent,high
4,4102,Coquimbo,Coquimbo,renter_share,19.86,percent,low
4,4102,Coquimbo,Coquimbo,transport_logistics_employment,5.13,percent,very low
4,4103,Coquimbo,Andacollo,electricity_access,100.0,percent,very low
4,4103,Coquimbo,Andacollo,home_ownership,80.0,percent,high
4,4103,Coquimbo,Andacollo,industry_construction_employment,66.67,percent,very high
4,4103,Coquimbo,Andacollo,renter_share,0.0,percent,very low
4,4103,Coquimbo,Andacollo,transport_logistics_employment,0.0,percent,very low
4,4104,Coquimbo,La Higuera,electricity_access,100.0,percent,very low
4,4104,Coquimbo,La Higuera,home_ownership,80.0,percent,high
4,4104,Coquimbo,La Higuera,industry_construction_employment,0.0,percent,very low
4,4104,Coquimbo,La Higuera,renter_share,20.0,percent,low
4,4104,Coquimbo,La Higuera,transport_logistics_employment,100.0,percent,medium
4,4105,Coquimbo,Paihuano,home_ownership,66.67,percent,medium
4,4105,Coquimbo,Paihuano,industry_construction_employment,0.0,percent,very low
4,4105,Coquimbo,Paihuano,renter_share,0.0,percent,very low
4,4105,Coquimbo,Paihuano,transport_logistics_employment,0.0,percent,very low
4,4106,Coquimbo,Vicuña,electricity_access,100.0,percent,very low
4,4106,Coquimbo,Vicuña,home_ownership,60.0,percent,low
4,4106,Coquimbo,Vicuña,industry_construction_employment,10.0,percent,low
4,4106,Coquimbo,Vicuña,renter_share,40.0,percent,high
4,4106,Coquimbo,Vicuña,transport_logistics_employment,0.0,percent,very low
4,4201,Coquimbo,Illapel,electricity_access,100.0,percent,very low
4,4201,Coquimbo,Illapel,home_ownership,78.57,percent,high
4,4201,Coquimbo,Illapel,industry_construction_employment,60.0,percent,very high
4,4201,Coquimbo,Illapel,renter_share,7.14,percent,very low
4,4201,Coquimbo,Illapel,transport_logistics_employment,10.0,percent,low
4,4202,Coquimbo,Canela,electricity_access,100.0,percent,very low
4,4202,Coquimbo,Canela,home_ownership,100.0,percent,very high
4,4202,Coquimbo,Canela,industry_construction_employment,0.0,percent,very low
4,4202,Coquimbo,Canela,renter_share,0.0,percent,very low
4,4202,Coquimbo,Canela,transport_logistics_employment,0.0,percent,very low
4,4203,Coquimbo,Los Vilos,electricity_access,100.0,percent,very low
4,4203,Coquimbo,Los Vilos,home_ownership,66.67,percent,medium
4,4203,Coquimbo,Los Vilos,industry_construction_employment,31.58,percent,high
4,4203,Coquimbo,Los Vilos,renter_share,29.17,percent,high
4,4203,Coquimbo,Los Vilos,transport_logistics_employment,10.53,percent,low
4,4204,Coquimbo,Salamanca,electricity_access,100.0,percent,very low
4,4204,Coquimbo,Salamanca,home_ownership,36.36,percent,very low
4,4204,Coquimbo,Salamanca,industry_construction_employment,34.48,percent,very high
